name,neighbourhood_cleansed,room_type,price,review_scores_rating
HABITACION CAMA DOBLE ,el Raval,Private room,50,71
private room for a persone,el Raval,Private room,32,100
BOQUERIA!!RAMBLAS!!DOUBLE ROOM FOR RENT,el Raval,Private room,40,95
Comfy studio in city center (B234B),el Raval,Entire home/apt,70,78
Room in central BCN,el Raval,Private room,35,90
ROOM IDEAL FOR ONE,el Raval,Private room,24,84
Rambla del raval calle L'Aurora,el Raval,Private room,35,89
Studio 25m2 with great views,el Raval,Private room,55,100
BCN HUGEROOM DTOWN PRIVATE BATHROOM.,el Raval,Private room,75,96
Apartament 3 _†_3413,el Raval,Entire home/apt,120,
_____çÜoÜ__ôÜo_ç ÜoÜè_â____ ÜÅ Ü__µ__Ü_Üo____ ____Üo___â_ç,el Raval,Entire home/apt,80,81
Little cosy bedroom ,el Raval,Private room,25,40
Habitacion com balcon en el centro,el Raval,Private room,26,
Friendly room at 1 min to La Rambla,el Raval,Private room,45,86
Rambla cozy room,el Raval,Private room,18,93
"Next las Ramblas, Charming, Wifi2",el Raval,Entire home/apt,40,80
Large Double Room Near Boqueria,el Raval,Private room,30,93
Sunny room with balcony,el Raval,Private room,38,90
Standard 2 bedroom + 2 bathroom balcony,el Raval,Entire home/apt,125,60
Standard 1 bedroom +1 bathroom terrace,el Raval,Entire home/apt,85,100
lovely home in Barcelona center,el Raval,Entire home/apt,85,85
Roof apartment 1 bedroom +1 bathroom,el Raval,Entire home/apt,85,100
Habitaciin doble exterior con balcon,el Raval,Private room,35,90
Perfect room in Barcelona!!! :),el Raval,Private room,50,98
Genuine and cozy apartment situated in the oldtown,el Raval,Entire home/apt,89,90
Apartamento en el Raval,el Raval,Entire home/apt,85,67
"Central & Cozy Room ""en suite""",el Raval,Private room,25,93
COOL & COZY CENTRIC APARTMENT,el Raval,Entire home/apt,168,
Bonita habitaciin en talleres,el Raval,Private room,70,
"""low cost Raval city center""",el Raval,Entire home/apt,68,75
Amazing  Room at Raval,el Raval,Private room,35,92
COZY ROOM IN THE CENTRE (RAMBLAS),el Raval,Private room,50,95
Bright room with views / Raval,el Raval,Private room,55,
Center Doble Room with Balcony,el Raval,Private room,40,95
Nice room in Raval,el Raval,Private room,24,
Apartment Ramblas Barcelona x2,el Raval,Entire home/apt,125,81
Nice room in Barcelona center,el Raval,Private room,30,91
Ramblas TOP aPartment :),el Raval,Entire home/apt,165,70
The room with barthroom prive por one persone,el Raval,Private room,35,100
Con mucho encanto!!,el Raval,Private room,49,100
HABITACION INDIVIDUAL!!!,el Raval,Private room,20,80
Beautiful & Bright Apartment Close to Ramblas,el Raval,Private room,45,100
"Cozy bedroom in a loft, el Raval.",el Raval,Private room,35,92
Room for two people near Ramblas,el Raval,Shared room,50,87
Very central apartment Barcelona,el Raval,Entire home/apt,130,88
"Sunny, inspiring apartment in city centre",el Raval,Private room,41,76
BRIGHT ROOM WITH BALCONIES,el Raval,Private room,22,90
Apartment Ramblas Barcelona x2 11,el Raval,Entire home/apt,125,84
HUGE 314ft BEDROOM IN BARCELONA CENTER! +WIFI,el Raval,Private room,58,78
DOWNTOWN VINTAGE SOFT LOFT STUDIO,el Raval,Entire home/apt,69,89
Quiet single room in San Antonio,el Raval,Private room,45,
Cool Flat + Private Terrace in center,el Raval,Private room,50,94
"1With a sun balcony,close to Rambla",el Raval,Private room,39,67
Ref1554 AB Paseo de Gracia Pelai,el Raval,Entire home/apt,250,80
Rent Rooms - Barcelona - Ramblas,el Raval,Private room,45,93
Charming modernist flat in Raval,el Raval,Entire home/apt,85,83
Habitacion en centro de  Barcelona,el Raval,Private room,31,100
Apartamento con terraza hasta 6pax,el Raval,Entire home/apt,135,40
Cozy and sunny room in Raval Bracelona,el Raval,Private room,25,
Una habitacion  con propio baÕ±o y cocina en centro,el Raval,Private room,80,74
Apartment with private terrace,el Raval,Entire home/apt,50,94
Encanta Rambla Port.,el Raval,Entire home/apt,80,80
GORGEOUS DESIGN FLAT IN HEART 2A,el Raval,Entire home/apt,69,87
"Lovely apt. in Heart of BCN, Las Ramblas!",el Raval,Entire home/apt,80,60
SPACIOUS DESIGNER FLAT NEXT TO RAMBLAS,el Raval,Entire home/apt,220,96
Central location with private room,el Raval,Private room,42,100
"Habitaciin individual, en el Raval",el Raval,Private room,17,
Apartment  Ramblas Barcelona  x3,el Raval,Entire home/apt,150,84
A 200sqm Hidden Oasis in Central Barcelona,el Raval,Entire home/apt,320,90
Cozy bedroom in city centre,el Raval,Private room,40,
Apartment Ramblas Barcelona x3,el Raval,Entire home/apt,150,80
INTIMATE&SUNNY PENTHOUSE IN BARCELONA CENTER,el Raval,Entire home/apt,90,94
"Open-Plan, Cozy Central Apartment",el Raval,Entire home/apt,70,100
Apartament Boqueria Ramblas central,el Raval,Entire home/apt,98,88
Ramblas Port Vell Classic Apartment,el Raval,Entire home/apt,120,93
AMAZING PRIVATE ROOM DOBLE WITH BALCONY P,el Raval,Private room,47,70
Great NEW apartment in the Barcelona CITY CENTER,el Raval,Entire home/apt,130,
Estupendo Atico en centro (100m de la rambla),el Raval,Private room,35,87
" Design, art & vintage / old city",el Raval,Entire home/apt,165,93
Apartamento zona RAMBLAS hasta 6pax,el Raval,Entire home/apt,144,80
Rent Rooms - Barcelona - Ramblas,el Raval,Private room,35,91
LOFT&PARKING IN CENTRE OF THE CITY,el Raval,Entire home/apt,98,80
VERY CENTRAL LOCATION!!!,el Raval,Private room,50,80
Penthouse 51b Ramblas,el Raval,Entire home/apt,265,93
SUNNY PENTHOUSE WITH TERRACE,el Raval,Entire home/apt,170,100
Triple room,el Raval,Private room,90,87
VERY CENTRAL LOCATION!!,el Raval,Private room,60,
Amazing flat on Ramblas 2,el Raval,Private room,35,100
Charming Studio/Apart. Downtown,el Raval,Entire home/apt,80,100
Cozy & quiet room in a spaciois flat in the center,el Raval,Private room,27,
3 BED APT IN SUNNY BARCELONA -AMAZING LOCATION,el Raval,Entire home/apt,350,87
"Chic & Cosy Apartment , nearby the center",el Raval,Entire home/apt,120,89
One Room in center of BCN. El Raval,el Raval,Private room,50,84
Perfect quit room Barcelona center Rambla fastwifi,el Raval,Private room,40,85
Beautiful Apartment in City C,el Raval,Entire home/apt,79,77
Luxury apartment by Las Ramblas,el Raval,Entire home/apt,500,87
Barcelona's Heart,el Raval,Private room,40,88
LAS RAMBLAS! Amazing double room with balcony!,el Raval,Private room,50,
Charming apartment in Barcelona city center,el Raval,Entire home/apt,100,88
Beautiful Apartment in City A,el Raval,Entire home/apt,89,83
Two beds room and private bathroom,el Raval,Private room,46,95
Beautiful apartment in Barcelona city center,el Raval,Entire home/apt,45,88
COZY TYPICAL CENTER,el Raval,Entire home/apt,40,86
Cozy central double bedroom,el Raval,Private room,23,100
Mediterranean light,el Raval,Entire home/apt,110,87
Central Red Room & Free Breakfast,el Raval,Private room,11,86
Cosy flat in the heart of the city,el Raval,Entire home/apt,65,90
EXCELLENT  ROOM FOR 4 PERSON,el Raval,Private room,40,79
Cozy bedroom in the city center,el Raval,Private room,35,100
Bright Double Room in the center of BCN for 2-4,el Raval,Private room,38,84
THE WAY WE LIVE ensuite,el Raval,Private room,47,93
Centric & charming room in El Raval,el Raval,Private room,45,
SPACIOUS BOUTIQUE APARTMENT NEXT TO RAMBLAS,el Raval,Entire home/apt,195,87
Historic Center Flat with Balcony,el Raval,Private room,120,80
CITY CENTER 2  TODO EL CENTRO A PIE,el Raval,Entire home/apt,45,80
Ap en el Raval. Bcn.,el Raval,Entire home/apt,70,70
Nice apartment with double bedrooms next to Rambla,el Raval,Entire home/apt,150,91
Clean and stylish apartment in the center of BCN,el Raval,Entire home/apt,76,90
LOVELY DOUBLE ROOM IN BCN CITY PORT,el Raval,Private room,50,90
Lovely and Elegant Suite & Private Bathroom + Art,el Raval,Private room,99,92
Habitacion luminosa en pleno raval,el Raval,Private room,40,93
THE WAY WE LIVE Balcony Double Room,el Raval,Private room,50,92
Habitaciin doble con Balcin centro,el Raval,Private room,25,
Charming centraly located apartment,el Raval,Entire home/apt,300,60
Cosy & design au cÅ_ur de Barcelone,el Raval,Entire home/apt,70,100
ROMANTIC SUITE with PRIVATE BATHROOM and KITCHEN,el Raval,Private room,65,98
Cozy Rooms in Old town Barcelona - Metro Liceu,el Raval,Private room,85,94
"Roof Terrace & Lift, Heart of Raval - Private Room",el Raval,Private room,32,98
Cool design apartment with 2 rooms!,el Raval,Entire home/apt,75,90
Charming Flat-Central BCN,el Raval,Entire home/apt,64,94
Private room in the heart of BCN near the ramblas!,el Raval,Private room,35,92
Quiet and sunny apartment. RAMBLAS,el Raval,Entire home/apt,90,87
Smart stay@ lasramblas Only girls,el Raval,Shared room,25,
TERRACE GARDEN LOFT IN BCN CENTER,el Raval,Entire home/apt,59,91
Design New Loft Close PL.CATALUNYA,el Raval,Entire home/apt,70,91
"_ù_«ôè Family Holidays, sea views near Ramblas",el Raval,Entire home/apt,85,93
Room in center of BCN. El Raval.,el Raval,Private room,29,70
PECULIAR CHEAP PENTHOUSE 2 TERRACES,el Raval,Entire home/apt,70,91
PENTHOUSE GORGEOUS DESIGN FLAT ,el Raval,Entire home/apt,59,86
Confortable Apartament Barcelona Center (Raval),el Raval,Entire home/apt,99,90
Doble room in historic center city,el Raval,Private room,30,94
SPACIOUS apartment the center / with Balcony !,el Raval,Entire home/apt,180,95
Apartment Ramblas Barcelona x2,el Raval,Entire home/apt,125,78
Sunny Room next to Rambla del Raval,el Raval,Private room,22,98
AMAZING INDUSTRIAL LOFT OLD TOWN !,el Raval,Entire home/apt,100,89
new center duplex,el Raval,Entire home/apt,55,40
"Central, Cosy, Quiet + Wifi",el Raval,Entire home/apt,74,93
Cozy Flat > 2 bedrooms >city center,el Raval,Entire home/apt,99,88
Center of Barcelona - 100m2  terrace & very quiet,el Raval,Private room,57,95
Cozy room in Centre at 5 minutes from the Ramblas,el Raval,Private room,22,72
"Double in social flat, Rambla 300m!",el Raval,Private room,25,100
Flat in the heart of BCN,el Raval,Entire home/apt,90,87
Cosy apartment in the city center,el Raval,Entire home/apt,60,91
FUNKY APARTMENT IN THE HEART OF BCN,el Raval,Entire home/apt,70,90
5 Large room with private bath AC Wifi Ramblas,el Raval,Private room,150,90
Chambre double au coeur de Barcelone,el Raval,Private room,14,
Central&Cozy Double Bedroom + Free Breakfast(4),el Raval,Private room,29,85
King size bed on Big Raval Apartment with bikes,el Raval,Private room,45,92
LUMINOUS BEDROOM WITH LIVING ROOM,el Raval,Private room,40,95
Cosy and sunny room for 2 persons in the Raval,el Raval,Private room,60,96
Centric Las Ramblas,el Raval,Private room,49,92
Double room with terrace,el Raval,Private room,60,
Super Comfy Bright Room in Barcelona Center,el Raval,Private room,100,80
Beautiful double room in Raval,el Raval,Private room,40,86
Sunny Bedroom & Balcony at the heart of Barcelona,el Raval,Private room,40,
Cozy room/studio in Downtown,el Raval,Entire home/apt,70,92
Apartment near Placa Catalunya,el Raval,Entire home/apt,75,80
Double room in center of Barcelona,el Raval,Private room,45,80
AHLflats D1,el Raval,Entire home/apt,59,71
single room walk everywhere!,el Raval,Private room,35,
SUNNY&SPACIOUS CENTRIC PENTHOUSE,el Raval,Entire home/apt,90,97
BIG & COZY LOFT IN BCN CENTER,el Raval,Entire home/apt,105,83
Nice double room with balcony,el Raval,Private room,50,90
SUNNY FLAT IN THE CENTER BARCELONA,el Raval,Private room,35,80
APARTAMENTO CÕ_NTRICO CERCA DE LA RAMBLA,el Raval,Entire home/apt,55,80
Nice apartment in the Old City,el Raval,Entire home/apt,48,90
DOUBLE ROOM WITH BALCONY IN THE CITY CENTER RAVAL,el Raval,Private room,40,
Apartment for families next RAMBLAS,el Raval,Entire home/apt,80,88
The Buddha ___èè_,el Raval,Entire home/apt,73,92
Apartamento 4 PAX1,el Raval,Entire home/apt,250,88
DUPLEX IN CENTER OF BARCELONA,el Raval,Entire home/apt,180,77
Habitaciin para 2 personas c/ubicaciin INSUPERABLE,el Raval,Private room,20,100
Appartement 1 chambre,el Raval,Entire home/apt,85,89
‘ˆâ‘ç_ç_‹__£‘ç_____‹€‘_‹,el Raval,Private room,50,
VERY CENTER SANT ANTONI UNIVERSIDAD,el Raval,Entire home/apt,39,91
BRAND NEW!! HOMEMADE CENTRAL PLACE,el Raval,Entire home/apt,57,88
CÕ©ntrico y Econimico,el Raval,Private room,28,95
Amazing place with a terrace,el Raval,Private room,158,
SUNNY ROOM IN CITY CENTER,el Raval,Private room,20,80
Adorable Barcelona.,el Raval,Private room,33,100
PLAZA CATALUÕ¥A/RAMBLAS DESIGN AP.,el Raval,Entire home/apt,90,50
BRAND NEW VINTAGE DESIGN STYLE OLD TOWN'S FLAT,el Raval,Entire home/apt,120,91
Cute room in raval,el Raval,Private room,49,100
Cimodo apartamento bien equipado.,el Raval,Entire home/apt,70,87
_________çÜ__ç _â__Üè 2 Ü__µ_______µ__,el Raval,Private room,40,80
Spanish family host U/private WC,el Raval,Private room,60,95
Lovely double room in the center,el Raval,Private room,50,80
"Special Attic near Ramblas, terrace",el Raval,Entire home/apt,135,89
Cozy flat in the heart of Barcelona,el Raval,Entire home/apt,200,
Belle appartement Barcelone! &lt;3,el Raval,Entire home/apt,50,
QUIET SPACE IN A HAPPY NEIGHBORHOOD,el Raval,Entire home/apt,90,93
"BUGDET DUPLEX FAMILIES AND GROUPS, BEST LOCATION",el Raval,Entire home/apt,79,100
Friendly loft room center Bcn,el Raval,Private room,47,80
"COSY FLAT DOWNTOWN, NEXT TO RAMBLAS",el Raval,Entire home/apt,60,74
Piso acogedor en centro del Raval,el Raval,Entire home/apt,50,77
Quiet apartment,el Raval,Entire home/apt,80,88
sociable rooms in Raval 2,el Raval,Private room,30,88
sociable rooms in Raval 1,el Raval,Private room,30,93
A single room in the center of Barcelona,el Raval,Private room,20,72
"Loft Arty & Cosy, Central + wifi",el Raval,Entire home/apt,70,91
LetsGo Barcelona Las Ramblas apartment 5 pax,el Raval,Entire home/apt,113,81
Sunny Room in Barcelona Center,el Raval,Private room,35,
A big room in the center of Barcelona,el Raval,Private room,38,80
Cozy bedroom near Las Ramblas,el Raval,Private room,39,
Central Studio Flat,el Raval,Entire home/apt,115,97
Nice & cosy centric flat in Barcelona with terrace,el Raval,Entire home/apt,85,100
Central room with big terrace,el Raval,Private room,30,97
"Big Room, Center Near Ramblas, Bcn.",el Raval,Private room,50,69
"QUIET,CENTRALISED,BRIGHT APARTMENT",el Raval,Entire home/apt,50,88
Beautiful and spacious flat in the city centre.,el Raval,Entire home/apt,180,85
Double room by the Ramblas,el Raval,Private room,70,98
Charming apartment in Barcelona,el Raval,Entire home/apt,69,93
Habitacion doble con desayuno,el Raval,Private room,25,93
RavalHeart: 1 double room + Large living (2 sofÕçs),el Raval,Entire home/apt,85,
SUNNY FLAT / CITY CENTER Ramblas,el Raval,Entire home/apt,99,93
Sunny apartment in old town,el Raval,Entire home/apt,120,93
HUGE SUITE IN THE HEART OF BARCELONA,el Raval,Private room,33,87
BONITA HABITACIÕ_N INDIVIDUAL EN EL CENTRO!!!,el Raval,Private room,35,94
Cosy double bed in a charmig house!,el Raval,Private room,30,
Sunny Oasis in the Center of Barcelona (Raval),el Raval,Entire home/apt,70,
"L'Rambla, Pl Catalunya, Barceloneta Room",el Raval,Private room,29,
Big Room Best Location of Barcelona,el Raval,Private room,43,90
Surf the wave in Barcelona,el Raval,Entire home/apt,65,94
Super comfortable flat Plaza Catalunya,el Raval,Entire home/apt,85,95
City Center Apartment walk to Las Ramblas,el Raval,Entire home/apt,45,86
CENTRAL RAMBLAS lovely room,el Raval,Private room,65,89
"Single Room near Ramblas, Breakfast",el Raval,Private room,29,92
Quiet & Nice Flat in the center,el Raval,Entire home/apt,100,100
DOUBLE ROOM IN SHARED APARTMENT CITY CENTER RAVAL,el Raval,Private room,38,
Nice Room Macba Ramblas,el Raval,Private room,26,94
Private room w/b in the heart of BCN near Ramblas!,el Raval,Private room,35,92
DISCOVER BCN: centric Old City+Breakfast,el Raval,Private room,36,95
COZY ROOM IN THE VERY CENTER-,el Raval,Private room,23,100
DUPLEX WITH TERRACE IN RAVAL,el Raval,Entire home/apt,130,98
Zen Loft between Ramblas and Raval in the center,el Raval,Entire home/apt,114,98
"3Balcony,bright rooms in BCN center",el Raval,Private room,35,60
Beautiful Duplex Apartment in Barcelona Center,el Raval,Entire home/apt,150,100
Double Room in BCN City Center,el Raval,Private room,18,50
really nice and located apartment,el Raval,Entire home/apt,120,84
Room - Penthouse RAMBLAS,el Raval,Private room,180,94
CHAMBRE PRIVEE penthouse ramblas,el Raval,Private room,160,
HT Drassanes 3,el Raval,Private room,66,100
Air conditioned room,el Raval,Private room,33,92
Large sunny Room LOFT style!,el Raval,Private room,60,80
Habitaciones pleno centro Barcelona,el Raval,Private room,70,
King's room on Plaza Catalunya,el Raval,Private room,43,84
